(Do Not Modify) City,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Name,Province,Created On
6074df2f-dca5-e611-80bb-00155d64ab22,tgeTWV1uyjkHdSBsaWP1vV6T3vslzKZrPEgYgzznBKEGb4gLUIDsrz1LD78+o3CCK18j9aSwQ4urV5JsqMQiyQ==,2017-09-14 20:23,Moweaqua,Illinois,2017-09-14 14:23
d2038c46-dca5-e611-80bb-00155d64ab22,urHP7P/J1m7HfD/U9Qy6mgF5Jp17/Ud/7ROvdNKJnUMDbZxbg6Xz16H9tgZubGs5xVlmePRn8eMdqrNtn9DDrg==,2017-09-14 21:15,Moxee City,Washington,2017-09-14 15:15
106fdf2f-dca5-e611-80bb-00155d64ab22,39XpQQPIdQXXO5+jWEx837iiK92fRI/Ve8WERd81uLIH2usn6cDfH+Rzq7CKqG830p9LJKDh5r51jKmkN1CKaw==,2017-09-14 20:20,Moyie Springs,Idaho,2017-09-14 14:20
204f203b-dca5-e611-80bb-00155d64ab22,3jCcMKAF+XbVwyo8cKpIT6nsLCWu2hqwRXClzLCp8aVkpKbNLgKygsOWGPv1NaJGL6fODGBcpYV9z2Vl//bE6Q==,2017-09-14 20:48,Moyock,North Carolina,2017-09-14 14:48
725fdf2f-dca5-e611-80bb-00155d64ab22,uUzz+HJOsUOm+bGrpbYdTwcx6gU46AClmTaa773rlHehKwe6ARPi51JjciBiI+7qYmo3ih2Xn74GLPGYqz18jw==,2017-09-14 20:15,Mt Laguna,California,2017-09-14 14:15
224f203b-dca5-e611-80bb-00155d64ab22,y8qTPnBXRme/t83dZgtrgQnc7KDAIrZIF8Lm1JPyPPwI+uIRaOF7YwjGTOjSXXIZ1izfvcaZWi22ZcIyTAmDgA==,2017-09-14 20:48,Mt Pleasant,North Carolina,2017-09-14 14:48
b068df2f-dca5-e611-80bb-00155d64ab22,wlO87wsUMqlz7V1yIhr1wH5hF3TjeaU9ycKhIexNFt7uh9OKcgQ0WCnBG+F1tL+4Uadn7/Qawzlfnrc1OB/iyw==,2017-09-14 20:18,Mt. Dora,Florida,2017-09-14 14:18
5af82036-dca5-e611-80bb-00155d64ab22,k3R03DZbqEwFjl2QuTSey7tPAGQJaf+0SUKLVYzedfx44H4W4/OBWFnYy4dIQgAiJFKKhKuVHFCC2B5oCRBjwA==,2017-09-14 20:35,Mt. Morris,Michigan,2017-09-14 14:35
657bac41-dca5-e611-80bb-00155d64ab22,j2GvJI+mOfF0QMumS4lZi708mQflWyRMwpwGKgmgh0o4s2SmC4KE3t0qXI4P7C1IA6Jd1qN1eqtu5Yco/CueJQ==,2017-09-14 21:06,Mt. Pleasant,South Carolina,2017-09-14 15:06
6274df2f-dca5-e611-80bb-00155d64ab22,XyVtiONKavPPl0TowJPZWiA0fGfHT/Elx3SSQYJzQbUfwf8hXoqq2sgdddVLrXG+4YT/b+ZK7C5IoxMbA9CGBw==,2017-09-14 20:23,Mt. Vernon,Illinois,2017-09-14 14:23
8af88b46-dca5-e611-80bb-00155d64ab22,NCUjJniawCHuTadsGnT63DXTrnDcWgwQ74PkomYz3nEdupPlsD0/FXOsmwW9ZvIBqGq0Isf0FyYv11PVbqIDNw==,2017-09-14 21:10,Muenster,Texas,2017-09-14 15:10
5cf82036-dca5-e611-80bb-00155d64ab22,+Oq7Dijo4Uf8XPA3uf0DouVkDHBF21KNva118DCJ2LBxH9bezA6RQ4ozTd1JnAsKlLFvun5Nekw7qMerj7BVSA==,2017-09-14 21:02,Muir,Pennsylvania,2017-09-14 14:35
d4038c46-dca5-e611-80bb-00155d64ab22,D+/s6T+yAgUQPqAWaG9rL+pM5bBv4KDEPW9PnSxndKPsPg+hL+sSVxHtR0GXrAKDAv+Gn2+Cfu9crLoOQYkaDQ==,2017-09-14 21:15,Mukilteo,Washington,2017-09-14 15:15
4c0b8c46-dca5-e611-80bb-00155d64ab22,r2/INZbrkfzSy//PtOpHHwb9tKkFXOu0vQoWPBSmONI6aeMtc4da0wA95y7o9TFWpFlUetqhCIwBHVX07XuOpw==,2017-09-14 21:17,Mukwonago,Wisconsin,2017-09-14 15:17
6c58df2f-dca5-e611-80bb-00155d64ab22,YaNJORoVcIgBkPBImku8XeVlQDsn0Gs5vq1I8jLPTw+Dz4Xyhyj9084EvcO6gKNBfKg+15WsTd7hFbQcw2dW0w==,2017-09-14 20:25,Mulberry,Indiana,2017-09-14 14:12
6474df2f-dca5-e611-80bb-00155d64ab22,3l8DhgXopAUu9sS3JMvCPs7IfGJhmFq+zypx/p6y3W3YtS2YNP9kUDXeUUHYiCxvDgwnD9Buv6Eb/pRJvpekxw==,2017-09-14 20:23,Mulberry Grove,Illinois,2017-09-14 14:23
91a91423-dea5-e611-80bb-00155d64ab22,4rZn55bQBHsXv4pIhYSG2XvnHyrIo/9hRI+MUPrhn4Ronpk8Ixrt+p8nvvXt0e+TOuTnWQlUKDg2NH3ZASQPUA==,2017-09-14 21:19,Muldraugh,Kentucky,2017-09-14 15:19
3161ac41-dca5-e611-80bb-00155d64ab22,2cQNor8hRN3oYeRb2FeGZa2FSLR0gXTHvavHNYALqbGXjuDOof927GuHNW/fu9tQezd5PXwbCXhTMQXg1tWNLw==,2017-09-14 20:55,Muldrow,Oklahoma,2017-09-14 14:55
8cf88b46-dca5-e611-80bb-00155d64ab22,RWHztjITLvFN4JzmqURu5gu6DqDZdCsWXAzKWH5DpnE4yb1seOZr4LMoigWtQlpYcQGSaGsnrmLwbiX4KUhFxA==,2017-09-14 21:11,Muleshoe,Texas,2017-09-14 15:11
9e51df2f-dca5-e611-80bb-00155d64ab22,os4gZZmrvApLwaFvJx/aoscdM6JFbV2PTZBNMblKqYY86NsMW/8mzhjPbVxslxfzuvgsEzxDGX7I/2Y4gh56IQ==,2017-09-14 20:09,Mulga,Alabama,2017-09-14 14:09
4a53203b-dca5-e611-80bb-00155d64ab22,b2ojDjJC/ZLBSJ6BRXeLGmxp/ZfewirZz21U1NBu0doyn3wQ0cpygF07bywzC03W5QNZ/tMDLec0IFkVKc4PvQ==,2017-09-14 20:50,Mulgrave,Nova Scotia,2017-09-14 14:50
4368ac41-dca5-e611-80bb-00155d64ab22,FSLezCFA2A+ia6HYgvu2upmsZ6kjIgoLxwqCMNWITKWw8+cC3/SBHizjaPCDwiqcxyFx8s/apSZQu51xoh/gIA==,2017-09-14 20:59,Mulino,Oregon,2017-09-14 14:59
6674df2f-dca5-e611-80bb-00155d64ab22,y+hGGqdDAj8omQyrkii+JWVfHYkWfjrSn0N2LXLwRSzF4GSWuHT/ghs9cZzRXinHvcEFEiYtgqp2ysmTJiJE6g==,2017-09-14 20:23,Mulkeytown,Illinois,2017-09-14 14:23
a8c0ef31-dea5-e611-80bb-00155d64ab22,JLgqyZ7oeBLZJVU0tqyk+mmLXNUfr6bluwyeg318EUlfMxu8LYxgq1FivhWfuYePiaJEI1AWt7fyeBnwj+iU0A==,2017-09-14 21:24,Mullens,West Virginia,2017-09-14 15:24
2a40203b-dca5-e611-80bb-00155d64ab22,WSH+rPLs7+wec3OjzFuzdEwSvXukYTeU0soB7R9PzEgYUXZJOAKYg5aezVFu4lqLRNnpZLPj3UhSJLghyvNAgQ==,2017-09-14 20:43,Mullica Hill,New Jersey,2017-09-14 14:43
8ef88b46-dca5-e611-80bb-00155d64ab22,dffHXnzLptggycueM9rAeLBAI8YedHkqNcNu6a5IB56prdVx42xwVEnZNAkndJbcSxQrmfkUAvZfN9IOPF13jA==,2017-09-14 21:10,Mullin,Texas,2017-09-14 15:10
677bac41-dca5-e611-80bb-00155d64ab22,7ern8gF1qcsorF0YGsWaZNjyYUPwRUDGnUy34V7h4zdPe7gYlr0beVYbLVdn/C7CvoRLSxMrN1LjZdsHlSshrg==,2017-09-14 21:06,Mullins,South Carolina,2017-09-14 15:06
62e42036-dca5-e611-80bb-00155d64ab22,JR3m5q1GTe66skQyupuvWJXI7Z0LAX+ZmTVYh+ecCwriI68pGck8fgfNf35IhYIPI5wlhRoY3X5468/3ztlQNA==,2017-09-14 20:28,Mullinville,Kansas,2017-09-14 14:28
3965ac41-dca5-e611-80bb-00155d64ab22,o12O+lPaaueXRAk6RW9uAxd5bXrO4XcAFexSFeIxLTa3EI+bHpsvNk6ny8GM6ag/hfwAxmkp24yAGWcupZOD/Q==,2017-09-14 20:57,Mulmur,Ontario,2017-09-14 14:57
64e42036-dca5-e611-80bb-00155d64ab22,NR+P0La9/XXiUOndsqAvl3b63IWdAwYbz03qOzQistd1tIssPyXKXpy6OlDwjRmJ/6bC4w++UvFNh2c7BldQIQ==,2017-09-14 20:28,Mulvane,Kansas,2017-09-14 14:28
94db2036-dca5-e611-80bb-00155d64ab22,WPKbu0tRz06o9/FKIcWuwVbwYW9P8LTDksJVyFI8TybTm4hh0GKlULIgGIU4gxHAqVdHG3n8DygAZfOKEq1ydg==,2017-09-14 20:25,Muncie,Indiana,2017-09-14 14:25
076fac41-dca5-e611-80bb-00155d64ab22,6kFbWl9yf6QzaxY1FvWaM3pFxJ/vQ5lVbxnt0yUgcnztLhdnjVVoRPYfhf3TuRMNOHscyRJWi2y6oMsLwlWHog==,2017-09-14 21:01,Muncy,Pennsylvania,2017-09-14 15:01
096fac41-dca5-e611-80bb-00155d64ab22,YlV0COQWRB4xRcYKpXLRnxWnn74ePMxhRGnkQo2UmIl4XMVbte6yIbtqNVxNHaFXhoe3WuhoQKwh27WAkoK5xw==,2017-09-14 21:01,Muncy Valley,Pennsylvania,2017-09-14 15:01
ae54df2f-dca5-e611-80bb-00155d64ab22,K2ICTsohRJtTC7Z7G9z3Tkp1QlPXLH8u84iv1amxQpAhYdiZBwDcGjWuGlj+0HgzqrpVLqTESkxsx5iXRpxefA==,2017-09-14 20:11,Mundare,Alberta,2017-09-14 14:11
90f88b46-dca5-e611-80bb-00155d64ab22,nl9YN01P59irEdqOG0DyWQBvSncI1lrHKK4qKwav2ZZcI5RfLZwMwh43Hk2i+LEibqGGPDu3q3EKa0woUoFWCg==,2017-09-14 21:23,Munday,West Virginia,2017-09-14 15:10
6874df2f-dca5-e611-80bb-00155d64ab22,pn9ta0f2jk4nVBi7q4cENqP+AQ0cFaftJJ07klywJmgM2U5pOm9pdSDyytwIcUZMZTOEe3yUIbThL6sXew6dMA==,2017-09-14 20:23,Mundelein,Illinois,2017-09-14 14:23
2456df2f-dca5-e611-80bb-00155d64ab22,oQ8el96TjMBhn9fQVgyPFRm6QCnHHyy+AnxLbXDz0o5jEwCPkTLnL80ttC9U/oFlwBg/c3cVm5JzO2EEk3Xftg==,2017-09-14 20:11,Munds Park,Arizona,2017-09-14 14:11
a051df2f-dca5-e611-80bb-00155d64ab22,9C+YdfrUK7lrKukPSy5hxZ0gwkUHPAo/MvF3nhcZ3Sekr0GBHirk1qtx+rGs76EGBBJp46o+OlLMLMaudWRLOg==,2017-09-14 21:08,Munford,Tennessee,2017-09-14 14:09
93a91423-dea5-e611-80bb-00155d64ab22,2alASEi5gUN9tMoEEteLQIWBvb3gLsEVjx6spenWBHe1OI9XqAZu7yJ28hu9Ae9HldQ7yAL3GDEBpfYK1LQkxQ==,2017-09-14 21:19,Munfordville,Kentucky,2017-09-14 15:19
5ef82036-dca5-e611-80bb-00155d64ab22,ggpQB3J1jBT+ydBOOVnlEuUizUiguttEY6m3eq3gYaluXI1DBgDNrt0ExTtLgss45ywscCFpJlIzSTOIcicW7g==,2017-09-14 20:36,Munger,Michigan,2017-09-14 14:36
d051203b-dca5-e611-80bb-00155d64ab22,ZmFUmCcBMAKbGn0wpKZXzSstrrepw+myEcsMN1G5GLpfve75jqMOaY2pLc1ySZxfuQh6XZ8YrI5uJYTChnGSzw==,2017-09-14 20:49,Munich,North Dakota,2017-09-14 14:49
60f82036-dca5-e611-80bb-00155d64ab22,dsZiXuU+a83V0NRys5lz/OhKmKiEKgO6+yEaIqjKB81s7H30Tlh6ou95fY6q9E3WwLoMsxoAlBMiSYLIb9qpKA==,2017-09-14 20:35,Munising,Michigan,2017-09-14 14:35
62f82036-dca5-e611-80bb-00155d64ab22,qdgHbOGeeCgzIiBHLvy3HJsHRJTMfmEnnh/6Ts9vl0+RtKaNH7UtugQcH3I7YkSx9rFA/EbDY/Z1JaiyE8G5uA==,2017-09-14 20:35,Munith,Michigan,2017-09-14 14:35
3e48203b-dca5-e611-80bb-00155d64ab22,90K6D+iYx5owpkJXec7geoM1di3k7ErlD/fh4RztnqxrKz4pawoFoBbGCdOl5S3QSvnhensnxuA4Frt9ENQkUA==,2017-09-14 20:46,Munnsville,New York,2017-09-14 14:46
6657203b-dca5-e611-80bb-00155d64ab22,WMxj8BQWvWq2NYFW7SVffCkTwLL6yMxsZ58VfYm6D2IGP1GgMZ48obiYNZg6VshFWom+uteTgzfOQcDCszCBqg==,2017-09-14 20:53,Munroe Falls,Ohio,2017-09-14 14:53
b054df2f-dca5-e611-80bb-00155d64ab22,eWzEaBCKTEKplx1WKczRo0yWa7oYp5P3Un4ZLVrzmsz/3EwShqkhkYAC7gfTPBOiCY9y3JpU9W9RvjEfKcvQTw==,2017-09-14 21:02,Munson,Pennsylvania,2017-09-14 14:10
96db2036-dca5-e611-80bb-00155d64ab22,DmDV37owXp/SF43JBHtNzY8wZhN9k2jxt563QA2Vae0vAdpeRAfKQEzMiSG0Uy465+E6DwMyUtlAk8xWvcuL2w==,2017-09-14 20:57,Munster,Ontario,2017-09-14 14:25
92f88b46-dca5-e611-80bb-00155d64ab22,yuEq6HSyrrf81g2OsS8MK6DcrX7dlZHpjori+B3x/TMlnPYIeZh9PPTwI/hZZKWDFr0UJysAcolIG98eq+pEgA==,2017-09-14 21:10,Murchison,Texas,2017-09-14 15:10
2b7dac41-dca5-e611-80bb-00155d64ab22,aN6WNiaU0SDnhuak6UILNjWGYCkX9+D/JWia2Tt1m2ijINXkvMVOuwFeMCd+viB5rvDghCAY7AQwIoMVXqLWlA==,2017-09-14 21:07,Murdo,South Dakota,2017-09-14 15:07
3175ac41-dca5-e611-80bb-00155d64ab22,FB4NKOAvKNu82CoN8BR2xSeCzhwC3bdg5LKyx/VsTvsvMdWGPyEjKVfZAiT44+igwhvzPUbvkYytAP9vS6AD7g==,2017-09-14 21:04,Murdochville,Quebec,2017-09-14 15:04
b468df2f-dca5-e611-80bb-00155d64ab22,LGFTSQ/MTHX7/NWL7GGUz0eBuDZoSUW3we0PgBAYh6jRxz9JN7dPXqZC6d6a0tObw9hOLHPK3WR7XiFYGQ2iSA==,2017-09-14 20:41,Murdock,Nebraska,2017-09-14 14:18
6e58df2f-dca5-e611-80bb-00155d64ab22,A2X0HFnITdXWqGwzw03R3iVgZaC2uRl5EIE+aQ2o9RSmvp1oUTmtpHFsCCkXaJZQYSVLLIKchoGQSDirh7O1kg==,2017-09-14 21:08,Murfreesboro,Tennessee,2017-09-14 14:12
3d65ac41-dca5-e611-80bb-00155d64ab22,Z2Fu4tqKn2XYJyBu/7TZIdvgzX1olO5FPhcdqGpRnEam1Mpn5OgTrgsLgLFumtqt210r52ocjB4ke14ruhZfiQ==,2017-09-14 20:58,Murillo,Ontario,2017-09-14 14:58
264f203b-dca5-e611-80bb-00155d64ab22,H73IqD18uK5fcsi3lkvKb9cQZFhIg6lTH4OYQ4g4phqA4Q2Oy4yNQAb0cb2wXd9S042Jj760wD12YHRaLd1j8Q==,2017-09-14 20:59,Murphy,Oregon,2017-09-14 14:49
745fdf2f-dca5-e611-80bb-00155d64ab22,syg+UjulShbAFrJ4TVvvpyCwkPUXyEQObFOQsVQmA+vZlQM/avZhaK4PXidW13gzFTwNJ+vmhtij0uVPzgRLaQ==,2017-09-14 20:15,Murphys,California,2017-09-14 14:15
6a74df2f-dca5-e611-80bb-00155d64ab22,acN6E34035FsP43UGuv2/otBFHgCssoRxSnY2vrAn0HF5mVPQ9RfON25V9Bfd/WMrIuBRWMZjakNbz/6x8Nu1Q==,2017-09-14 20:23,Murphysboro,Illinois,2017-09-14 14:23
a650a036-892d-e911-a97f-000d3af438b6,s5eBhy0Q1ooL/UozMV64k5Jfat7B4VPfl3/yHVXGxI4lgEIPkiOcAsg3adyXpUZdQoX7ac1UnaZdk2OQLBoX5w==,2019-02-10 23:11,MURRARIE,,2019-02-10 16:11
126fdf2f-dca5-e611-80bb-00155d64ab22,OsL0n4un1DWESnIEK/QRiBwINX4MVg5AP9nL/16VSYt5DUfs9P++7Y0QIaUFV/eqQxTqvs19twOQyCbXlB4LCA==,2017-09-14 21:18,Murray,Kentucky,2017-09-14 14:21
0b73ac41-dca5-e611-80bb-00155d64ab22,yQYeDTxcjgDQ2L5zQYZJ4NvZRXnh6uyUxcSOGPqrs2b4hj4Qpn6/NcaUGbU8mpUvpso5pXbxBeKTFXzSWT1I8A==,2017-09-14 21:03,Murray Harbour,Prince Edward Island,2017-09-14 15:03
0d73ac41-dca5-e611-80bb-00155d64ab22,7VZ601YVi0hbAvJ+S+IvubxhB6nB9bWmusn+8VDdm0zOx1y3p2ThwuCkXGtMG0U4AqJU/bHW1Hv3B5OSOicsWg==,2017-09-14 21:03,Murray River,Prince Edward Island,2017-09-14 15:03
5e6cdf2f-dca5-e611-80bb-00155d64ab22,7OW8Rt7oIEPW28wZpRLblR3qfcoFPxab+QiwtCkXkBwK7w0Y1gnHAd1PIFYWXAqIVOoEu1Wt1t0VfVn5U7XJcw==,2017-09-14 20:23,Murrayville,Illinois,2017-09-14 14:20
697bac41-dca5-e611-80bb-00155d64ab22,jOeQmXHcPZWm0zqy/WK940n44l6a6WBG+yV0MtzFUPE4qpnQ3DI7GRJzua/qKv/pkETdAi9q51cOHYRzRWcwJw==,2017-09-14 21:07,Murrells Inlet,South Carolina,2017-09-14 15:07
765fdf2f-dca5-e611-80bb-00155d64ab22,Zq6oXgs0f9uOWkYuYTOZcdZkq68wmP+gFrm6OhUamvQ6l9xgzqQRsOn/kVs7cuOh9LNHh6PWTXW3xBkuPIPuRQ==,2017-09-14 20:15,Murrieta,California,2017-09-14 14:15
0d6fac41-dca5-e611-80bb-00155d64ab22,jTJ0Msh08DKiK8AAZNdte0eDapKGMXSNxXc2ICXoc+EiLB7ociQvoao8XGknT38QDQGEDDQDN5aIWbJ/NjWT3w==,2017-09-14 21:02,Murrysville,Pennsylvania,2017-09-14 15:02
146fdf2f-dca5-e611-80bb-00155d64ab22,vvwa+CScT0lBER1/kzHwBAq15neitJ7UPdGaycSyemnGwYARhxBtM5gL1oelgaRS/r0owt/8mCXc0flmZvuSAQ==,2017-09-14 20:21,Murtaugh,Idaho,2017-09-14 14:21
6ee02036-dca5-e611-80bb-00155d64ab22,VM3h+IAPzs26peYEsa7fHZyNcKUJNw6MBvg4yMvGsn7RO91Oo9/zNH8XwPthw8c7NrjYfBO1t0js67UZUNxj3Q==,2017-09-14 20:26,Muscatine,Iowa,2017-09-14 14:26
a251df2f-dca5-e611-80bb-00155d64ab22,UhC18qm0y5vtn//tKt4GmdrPjHAgLxefmR9PqTwZtXWVQThycJJgnQJPy+/UwgXY+TPTt24nG+b4iucDwgqhhA==,2017-09-14 20:09,Muscle Shoals,Alabama,2017-09-14 14:09
4e0b8c46-dca5-e611-80bb-00155d64ab22,V/CZx6UAI+W0qBvpC8W7MqAosi3/DMqS/b0FnnTJmYrg/KXzEi98Id8IsS0HszqDQ9kcJwOLRELXd43y3hkjsA==,2017-09-14 21:16,Muscoda,Wisconsin,2017-09-14 15:16
0f6fac41-dca5-e611-80bb-00155d64ab22,IucVPZLp1uvLkGdn4ZL/IOJVDm5oTaLK5ETl7k4TbHlhPVa1594vE8sGQUq6YV7MGethZIKrBzxUmgSowaZtIA==,2017-09-14 21:02,Muse,Pennsylvania,2017-09-14 15:02
606cdf2f-dca5-e611-80bb-00155d64ab22,LxRHsPJjy/UbOlCLhpmSfA3CVsLbI4U5YYoBJemVCyyrkbBhy8QfTAt8KnVD22bDd7w++/64tUouZyF6eKjWoQ==,2017-09-14 20:20,Musella,Georgia,2017-09-14 14:20
500b8c46-dca5-e611-80bb-00155d64ab22,4ft30q6lemjDULt2iNnOudKidjw9bgkms9xE5G3yNUwnmKAaPNzoIdFkj4jcNd6OHGvGSEpze36m2pDHsDaAQg==,2017-09-14 21:16,Muskego,Wisconsin,2017-09-14 15:16
64f82036-dca5-e611-80bb-00155d64ab22,JMYC+pgjpC9WDIawCl1PIkQXCdbkqC0Qxj6WYCOSSBQqhsNDubVYSKIPxXxkBg6L4wY3p5oSyquw5aRVlX8wcg==,2017-09-14 20:35,Muskegon,Michigan,2017-09-14 14:35
3361ac41-dca5-e611-80bb-00155d64ab22,ZVzBiGVORlc4K/ohI2DbarznxpfpkxqwzdMRt/NdzaJdFXcCauCRoxc0tykj5d5NbxrLVCmVS+Us+oLaJjCfBA==,2017-09-14 20:54,Muskogee,Oklahoma,2017-09-14 14:54
4c53203b-dca5-e611-80bb-00155d64ab22,hI6BJaDRNMsFJKjPtu0AUIK3xSW5aL1v0vM64RiBHzPFyzoXMqrMvOS23eOmBTl8tUup6B1OCdGcKXrUQBbD+g==,2017-09-14 20:50,Musquodoboit Harbour,Nova Scotia,2017-09-14 14:50
3561ac41-dca5-e611-80bb-00155d64ab22,xVNsUhgTu5ymQWXC12pFVdtYmH/z4XWblg3z+vI6W8Dfzthli2vmPpU4tbBCxlgALhemKUAVsyUJNjdZK1WMlg==,2017-09-14 20:54,Mustang,Oklahoma,2017-09-14 14:54
b668df2f-dca5-e611-80bb-00155d64ab22,xzr7PK0JupBDAMfkQ6OTWYL9kAZRzySTfzVcPMZZaWNITmP5t8Db875CKD0IJk/MgskzogBNjYAp6VcBDxeYdA==,2017-09-14 20:18,Myakka City,Florida,2017-09-14 14:18
116fac41-dca5-e611-80bb-00155d64ab22,METL3sSuQj46DK90qNlqCNiO1i4BXsbPGPNbMo9AmBIvWGD9Orgif6m8rKnUxlmbsy55I9TpanBK8refUp/OZQ==,2017-09-14 21:01,Myerstown,Pennsylvania,2017-09-14 15:01
60f02036-dca5-e611-80bb-00155d64ab22,xyR4BXfQL/qqRxJC2hvbHqmcXpFsRAwmBggCFhknsTD1gTwUY/pdX22corqbAyZyrAj0Lax72/3bE8ZUX9Qh7w==,2017-09-14 20:32,Myersville,Maryland,2017-09-14 14:32
97a91423-dea5-e611-80bb-00155d64ab22,8kkOUg67Rg2jyFcD13N7JZbaHjdHOZwqrBMxktGMSxgvk8elyiGebmB8BQ3JB1Qizom7NRbDHl0fGVJ2vr/WLw==,2017-09-14 21:18,Myra,Kentucky,2017-09-14 15:18
682ff82b-dea5-e611-80bb-00155d64ab22,odJZmmJhg0j9W0dOCmPWrsDhKtMvMVE/x7bU68iVALyBYrxgvbY2Fd43AaZMM/m78rDIISDRklgHhSCom/iYEA==,2017-09-14 21:20,Myrtle,Mississippi,2017-09-14 15:20
6b7bac41-dca5-e611-80bb-00155d64ab22,PmnDSbobUu2qR+Vv3u2WurRge4HjK/sQ2C7dwLTHrxDL/jhtk/95JaH3lPD7XiOlh1SoPHScErFX+cNDPC/sjw==,2017-09-14 21:06,Myrtle Beach,South Carolina,2017-09-14 15:06
4768ac41-dca5-e611-80bb-00155d64ab22,TH9NP/0XHk8rHcjpxz7nZ/0NEe/hO5Cta4EE2HH61Haro3sg4GSPI/S0Pbfs+1KvdbBVX5CXz4ygtzKiuXvRjw==,2017-09-14 20:59,Myrtle Creek,Oregon,2017-09-14 14:59
4968ac41-dca5-e611-80bb-00155d64ab22,HYG6L+ATqcernCJQhL+1T13FeEFVQGuDzSEP8hWy+0ntdgt1lTFw2Kn5hR2EM+lqTklyUYqTq33NPjgJu7LVlw==,2017-09-14 20:59,Myrtle Point,Oregon,2017-09-14 14:59
6665df2f-dca5-e611-80bb-00155d64ab22,2JLSAQuisbMxisTtX2ktk/uysSVaPxlyUzWeiGDTWfMueRdJsRkUzd2h9b2wzV6zXTPugdTbkR5ySjQsDS3khA==,2017-09-14 20:17,Mystic,Connecticut,2017-09-14 14:17
24fc8b46-dca5-e611-80bb-00155d64ab22,8AnN4iu3gea1TNhWTSmBt6cW4/bir6MXWHjJe8gH8KNn9bbokP3Gg4+lElR/tQ1WD65xFrxV05A7jYcQyye8rQ==,2017-09-14 21:12,Myton,Utah,2017-09-14 15:12
6857203b-dca5-e611-80bb-00155d64ab22,vXPv4EI5Pe+aO0AEob0ON1mtbjeNcTnHlV+QoileqZqGmKaAhy3rTb4qyvYGlJE/beWy8AkdjJrL8FJhkXj32Q==,2017-09-14 20:52,N. Lawrence,Ohio,2017-09-14 14:52
6e365122-dea5-e611-80bb-00155d64ab22,dICXTl2C4Th53PmDwEJyNd79RIUu3QeWcsDu02/7kmLDAFv0qAZsVObH8AMe7KRWv/22Qz0jCgHrNMmmwnPTCg==,2017-09-14 21:17,Naalehu,Hawaii,2017-09-14 15:17
a23b203b-dca5-e611-80bb-00155d64ab22,jUZx02pBw9pvUpxr9kK0a09exxolrI91BmmwjrsbL/uz9Mf/Wne+FC+G6dGgbYcKWekoIjzTaXb4w84sfDWGHA==,2017-09-14 20:42,Nackawic,New Brunswick,2017-09-14 14:42
2656df2f-dca5-e611-80bb-00155d64ab22,uKQAc4bx9AvIuXovJJKndtC7Ja5EwUfEHvYELMNYFrBhSgIQVUL2JvAeZarGnCMS94rzOShBshkrP/VLyfLOIA==,2017-09-14 20:11,Naco,Arizona,2017-09-14 14:11
94f88b46-dca5-e611-80bb-00155d64ab22,HbPeAX9IaFJWiuz7zeTNkfJIE2ZJumApBCqSolnIOI1yFj64jkzrCScFRekqsimf/nW3oOED6e8WcAOLT9Qfhg==,2017-09-14 21:10,Nacogdoches,Texas,2017-09-14 15:10
626cdf2f-dca5-e611-80bb-00155d64ab22,UrxTI1u5gJOyJsoWAq8fAAXvbsxv7bHHTL7pPft0gWIQbtQ6G7AQo1UTD2LdipF7K1usvgAwZSE27C16zSIHeQ==,2017-09-14 20:20,Nacoochee,Georgia,2017-09-14 14:20
284f203b-dca5-e611-80bb-00155d64ab22,Vu34UiaEEzQqS+Hx/6+9xAVBOaiVFQ2BVtTw304wdEE8u1rdrd6ZNAyhXKKl6FASIZpqIgBHbgz4LB5f11p73w==,2017-09-14 20:48,Nags Head,North Carolina,2017-09-14 14:48
30f32036-dca5-e611-80bb-00155d64ab22,QKSO87IFdWL3WffGtPuYIoodxqmIcCmCWxFxro6DVrX52d2QVcGnSMxYupGWJhM7DyUga4JvV56LY/pCadimbg==,2017-09-14 20:33,Nahant,Massachusetts,2017-09-14 14:33
646cdf2f-dca5-e611-80bb-00155d64ab22,M6eF4nhUjBaHEzkPytaVU4tPB31BZWq6Nwti+h+kyMcBdlyxkaYhyJCIFbi0TT4iCFz1xPTO7hCCslvRww9vtw==,2017-09-14 20:20,Nahunta,Georgia,2017-09-14 14:20
405adf2f-dca5-e611-80bb-00155d64ab22,mKT3iUtMhvxwaPGmi3ms08IqEtl9ednnhmfLc0ILxWa/HYW6M2dC2mVwRybgu4JLaBre26NT/OQF/ttkjw8z+Q==,2017-09-14 20:13,Nakusp,British Columbia,2017-09-14 14:13
acc0ef31-dea5-e611-80bb-00155d64ab22,nomIm5ngDfhu17y0y+CdWKzfI83KZhCT9+ONzGmi+BurWBFYE4iQdxXyK3a/zgvhqj72cZOh6LtAgvyxAUOwOg==,2017-09-14 21:23,Nallen,West Virginia,2017-09-14 15:23
b254df2f-dca5-e611-80bb-00155d64ab22,4pt5hTPDoB+g3E2VxeALFmH8Dtw1T5Vu5oE1pFbm3mb5y/69IaWz3G72FGLPd9E33VJttxFxdNgxNuWlaULXDA==,2017-09-14 20:20,Nampa,Idaho,2017-09-14 14:11
